Employee_ID,Department,Gender,Age,Job_Title,Hire_Date,Years_At_Company,Education_Level,Performance_Score,Monthly_Salary,Work_Hours_Per_Week,Projects_Handled,Overtime_Hours,Sick_Days,Remote_Work_Frequency,Team_Size,Training_Hours,Promotions,Employee_Satisfaction_Score,Resigned
48014,Engineering,Female,35,Developer,2018-01-19 08:03:05.556036,6,High School,1,5500.0,50,23,0,13,25,7,86,1,1.46,False
43641,Marketing,Male,59,Engineer,2019-11-22 08:03:05.556036,4,Bachelor,3,7800.0,47,9,15,10,75,10,3,0,1.24,False
10239,Finance,Female,46,Technician,2018-02-10 08:03:05.556036,6,High School,1,3850.0,55,10,25,1,0,11,47,2,2.39,False
58356,Operations,Female,33,Engineer,2017-04-30 08:03:05.556036,7,Master,4,8400.0,34,14,11,8,75,16,39,2,3.64,False
84035,Operations,Male,47,Consultant,2024-07-09 08:03:05.556036,0,High School,1,6050.0,35,12,3,14,25,2,5,1,2.67,False
28187,HR,Female,45,Technician,2020-03-31 08:03:05.556036,4,Bachelor,1,3850.0,42,29,1,2,100,14,97,0,2.43,False
10773,IT,Female,41,Manager,2015-08-01 08:03:05.556036,9,Bachelor,2,7200.0,37,5,8,13,75,8,35,0,2.33,False
76733,Engineering,Male,55,Engineer,2015-12-12 08:03:05.556036,8,High School,3,7800.0,55,14,21,8,75,7,31,0,3.06,False
68530,Finance,Male,59,Specialist,2018-10-07 08:03:05.556036,5,Master,2,5400.0,49,28,5,0,25,9,36,1,4.14,False
53423,IT,Male,54,Specialist,2017-05-02 08:03:05.556036,7,High School,5,6750.0,54,31,25,0,100,9,93,0,1.73,False
23339,Finance,Female,37,Specialist,2018-09-14 08:03:05.556036,5,Bachelor,1,4950.0,60,41,2,12,50,14,32,1,4.43,True
26344,IT,Female,24,Analyst,2023-11-25 08:03:05.556036,0,Bachelor,1,4400.0,40,2,20,14,100,9,67,0,3.55,False
88630,Operations,Female,22,Engineer,2024-05-22 08:03:05.556036,0,Bachelor,3,7800.0,44,22,20,9,50,15,45,1,2.49,False
35797,Marketing,Other,38,Specialist,2016-06-13 08:03:05.556036,8,High School,2,5400.0,55,46,11,13,50,3,50,1,1.78,True
86762,Marketing,Female,25,Consultant,2016-11-05 08:03:05.556036,7,Master,1,6050.0,43,16,29,0,75,3,84,1,4.59,True
91335,Finance,Female,30,Analyst,2014-10-27 08:03:05.556036,9,Bachelor,1,4400.0,55,12,2,6,75,14,41,1,1.52,False
47812,Finance,Male,28,Manager,2021-06-03 08:03:05.556036,3,Master,4,8400.0,31,44,21,3,75,3,13,2,1.31,False
40046,Sales,Male,28,Manager,2015-10-19 08:03:05.556036,8,High School,4,8400.0,46,23,26,7,0,13,83,1,2.36,False
60867,Customer Support,Male,41,Manager,2017-03-31 08:03:05.556036,7,High School,3,7800.0,44,34,0,1,50,19,27,1,1.93,False
85906,Engineering,Male,60,Analyst,2016-10-26 08:03:05.556036,7,High School,4,5600.0,38,41,11,6,75,10,34,1,3.01,False
35459,Engineering,Female,57,Technician,2023-09-28 08:03:05.556036,0,High School,3,4550.0,57,25,7,4,25,10,41,0,4.68,True
40651,Marketing,Male,57,Specialist,2021-03-21 08:03:05.556036,3,Bachelor,1,4950.0,58,29,2,6,100,12,91,0,1.97,False
18621,IT,Male,23,Specialist,2019-08-27 08:03:05.556036,5,Bachelor,3,5850.0,43,0,11,5,25,19,94,0,2.5,False
70007,Operations,Male,31,Manager,2018-11-09 08:03:05.556036,5,High School,2,7200.0,46,17,22,9,100,11,13,2,4.21,False
39525,Legal,Other,60,Manager,2020-05-21 08:03:05.556036,4,Bachelor,3,7800.0,30,18,4,11,100,15,0,1,2.22,False
10549,Finance,Female,34,Engineer,2023-05-31 08:03:05.556036,1,Bachelor,3,7800.0,58,25,9,11,25,17,92,1,2.98,False
69642,Sales,Female,59,Specialist,2016-06-17 08:03:05.556036,8,High School,4,6300.0,45,19,12,5,100,14,87,2,2.97,False
87119,Operations,Female,33,Developer,2021-07-24 08:03:05.556036,3,Bachelor,3,6500.0,33,21,26,7,50,2,29,0,2.61,False
39360,Marketing,Other,31,Specialist,2019-01-19 08:03:05.556036,5,Bachelor,5,6750.0,46,31,5,0,25,14,36,1,4.12,False
88150,IT,Male,58,Developer,2022-01-15 08:03:05.556036,2,Bachelor,1,5500.0,59,23,24,0,25,14,63,2,3.63,True
73093,Finance,Male,22,Analyst,2019-08-26 08:03:05.556036,5,Master,3,5200.0,48,41,9,4,75,17,43,1,3.79,False
9549,HR,Female,27,Engineer,2020-08-05 08:03:05.556036,4,Master,5,9000.0,54,22,0,4,75,13,27,2,4.95,False
43066,IT,Other,58,Engineer,2020-01-13 08:03:05.556036,4,Bachelor,2,7200.0,58,37,18,9,25,19,7,2,1.77,False
96193,Customer Support,Female,47,Technician,2021-06-14 08:03:05.556036,3,Bachelor,2,4200.0,48,35,25,2,100,5,15,2,1.62,False
65400,IT,Male,45,Developer,2017-04-24 08:03:05.556036,7,High School,4,7000.0,48,37,19,2,50,8,23,1,1.71,False
66390,IT,Male,59,Analyst,2023-07-01 08:03:05.556036,1,Bachelor,3,5200.0,42,15,24,10,25,12,86,0,2.95,False
27954,IT,Male,51,Analyst,2020-11-12 08:03:05.556036,3,High School,2,4800.0,36,5,26,10,100,15,38,1,3.35,False
16867,Legal,Female,39,Technician,2024-06-05 08:03:05.556036,0,PhD,3,4550.0,51,47,7,0,25,10,91,2,3.85,True
17849,Finance,Female,41,Developer,2024-01-19 08:03:05.556036,0,Bachelor,3,6500.0,34,30,6,4,50,6,51,2,2.75,False
7396,Customer Support,Male,40,Engineer,2016-07-12 08:03:05.556036,8,Bachelor,1,6600.0,41,12,28,9,0,17,42,2,1.86,True
56462,Legal,Female,40,Developer,2018-07-05 08:03:05.556036,6,High School,3,6500.0,46,33,25,11,100,5,52,2,1.7,False
79021,HR,Female,24,Developer,2023-10-06 08:03:05.556036,0,Bachelor,2,6000.0,39,44,15,13,75,18,91,1,1.01,False
75267,Engineering,Female,50,Developer,2022-08-23 08:03:05.556036,2,Master,3,6500.0,38,25,12,6,75,3,44,0,3.32,False
56861,IT,Female,40,Specialist,2023-07-27 08:03:05.556036,1,Bachelor,4,6300.0,48,30,27,4,0,2,36,0,2.72,False
99955,Sales,Female,26,Technician,2018-10-31 08:03:05.556036,5,Master,2,4200.0,54,15,25,14,100,7,63,2,2.55,False
74952,Customer Support,Female,26,Developer,2022-10-22 08:03:05.556036,1,Bachelor,5,7500.0,57,16,14,11,100,2,65,0,4.3,False
63759,Finance,Male,48,Manager,2023-10-22 08:03:05.556036,0,Bachelor,4,8400.0,35,1,23,7,50,3,25,1,3.58,False
81638,Operations,Male,25,Specialist,2020-02-11 08:03:05.556036,4,Bachelor,4,6300.0,47,15,29,11,100,12,14,1,3.96,False
66511,Customer Support,Female,60,Technician,2023-01-15 08:03:05.556036,1,High School,4,4900.0,31,31,12,5,75,7,94,1,2.38,False
45719,Customer Support,Male,39,Developer,2023-04-04 08:03:05.556036,1,High School,5,7500.0,53,39,11,14,100,16,96,0,4.41,False
67669,Customer Support,Female,53,Technician,2020-05-21 08:03:05.556036,4,Bachelor,5,5250.0,50,19,24,13,25,12,42,2,2.43,False
9170,Legal,Male,30,Technician,2019-02-14 08:03:05.556036,5,Bachelor,4,4900.0,44,3,23,12,50,2,71,0,2.82,True
59420,Sales,Male,55,Analyst,2014-09-20 08:03:05.556036,9,High School,5,6000.0,37,48,13,0,25,11,39,1,1.36,False
85966,IT,Male,50,Analyst,2019-01-22 08:03:05.556036,5,High School,2,4800.0,52,11,6,7,0,14,20,2,1.26,False
87462,IT,Male,36,Analyst,2018-05-27 08:03:05.556036,6,Bachelor,4,5600.0,51,37,19,10,50,19,14,1,1.29,False
34555,Marketing,Female,55,Specialist,2017-04-10 08:03:05.556036,7,PhD,2,5400.0,38,42,2,11,50,5,62,0,4.41,False
12037,Marketing,Female,53,Manager,2020-05-27 08:03:05.556036,4,Bachelor,3,7800.0,37,8,12,6,25,15,90,1,1.36,False
56490,Engineering,Other,42,Engineer,2019-03-11 08:03:05.556036,5,High School,2,7200.0,37,8,4,5,50,7,5,1,4.83,False
24776,Marketing,Male,60,Analyst,2016-07-26 08:03:05.556036,8,Bachelor,4,5600.0,48,43,23,0,0,18,12,1,2.98,False
54374,Engineering,Female,59,Developer,2023-03-06 08:03:05.556036,1,High School,2,6000.0,43,37,18,13,75,8,1,1,3.5,False
34438,Customer Support,Female,28,Manager,2015-05-02 08:03:05.556036,9,Bachelor,5,9000.0,54,19,14,4,50,15,95,0,2.04,False
30018,HR,Female,56,Consultant,2018-08-30 08:03:05.556036,6,Bachelor,1,6050.0,37,36,28,2,50,4,19,2,1.71,False
83820,Finance,Male,50,Manager,2015-08-07 08:03:05.556036,9,Bachelor,5,9000.0,45,23,15,5,25,18,31,1,1.65,False
98567,Legal,Male,49,Technician,2020-10-01 08:03:05.556036,3,Bachelor,1,3850.0,31,4,19,12,75,6,35,2,2.11,False
65357,HR,Male,48,Specialist,2024-03-20 08:03:05.556036,0,Bachelor,5,6750.0,52,1,14,9,50,2,99,2,2.06,True
49148,IT,Female,33,Consultant,2015-05-12 08:03:05.556036,9,High School,5,8250.0,55,42,19,1,50,10,27,2,4.08,False
86345,Sales,Male,27,Technician,2020-09-28 08:03:05.556036,3,Bachelor,5,5250.0,54,11,13,7,50,10,32,0,4.2,False
69995,Finance,Male,48,Analyst,2024-02-24 08:03:05.556036,0,High School,5,6000.0,35,27,28,12,100,8,16,0,4.74,False
83815,HR,Female,30,Specialist,2017-10-05 08:03:05.556036,6,Master,1,4950.0,47,30,9,8,25,5,86,0,2.53,False
82121,Engineering,Female,53,Consultant,2018-02-01 08:03:05.556036,6,Bachelor,5,8250.0,49,27,29,12,75,12,11,1,1.49,False
18555,Operations,Female,38,Developer,2014-09-25 08:03:05.556036,9,Master,2,6000.0,42,20,11,13,100,12,61,0,4.12,False
16815,Customer Support,Female,57,Consultant,2022-10-17 08:03:05.556036,1,High School,4,7700.0,54,26,28,11,50,9,34,2,4.14,False
37148,IT,Female,37,Engineer,2018-08-01 08:03:05.556036,6,Master,3,7800.0,43,39,17,12,25,8,97,1,4.92,False
88568,Customer Support,Male,38,Technician,2019-11-21 08:03:05.556036,4,High School,1,3850.0,58,1,24,14,25,9,67,1,1.91,False
10444,Finance,Male,34,Specialist,2016-06-09 08:03:05.556036,8,Bachelor,4,6300.0,31,36,18,1,100,19,72,0,4.04,False
45248,Finance,Male,47,Consultant,2024-03-04 08:03:05.556036,0,Bachelor,3,7150.0,35,24,15,9,75,10,4,2,2.61,False
74436,Operations,Female,30,Analyst,2016-03-27 08:03:05.556036,8,PhD,3,5200.0,42,47,6,2,100,3,93,0,3.47,False
21600,IT,Male,57,Technician,2017-01-04 08:03:05.556036,7,Bachelor,5,5250.0,56,19,9,1,25,12,64,1,4.18,False
53727,Sales,Male,46,Manager,2018-02-22 08:03:05.556036,6,PhD,2,7200.0,49,37,28,11,0,9,17,2,2.27,False
26084,Finance,Male,56,Analyst,2014-12-09 08:03:05.556036,9,Master,3,5200.0,33,7,10,4,25,6,88,2,4.42,True
13044,Legal,Male,41,Technician,2017-04-06 08:03:05.556036,7,Master,2,4200.0,49,15,27,14,100,2,6,0,5.0,False
64119,Customer Support,Male,36,Engineer,2022-03-23 08:03:05.556036,2,Bachelor,1,6600.0,46,34,20,12,75,14,35,2,1.88,False
36701,Operations,Female,32,Manager,2024-01-23 08:03:05.556036,0,High School,3,7800.0,30,16,16,1,50,10,47,2,2.12,False
84954,Legal,Male,45,Analyst,2021-12-15 08:03:05.556036,2,High School,4,5600.0,41,3,25,2,75,10,26,1,3.73,False
90624,Marketing,Female,23,Developer,2015-11-04 08:03:05.556036,8,High School,1,5500.0,31,34,7,0,25,13,8,2,4.33,False
91940,Customer Support,Female,40,Engineer,2016-10-27 08:03:05.556036,7,Bachelor,2,7200.0,32,14,19,9,100,12,11,0,4.55,True
11667,Sales,Male,40,Engineer,2018-10-06 08:03:05.556036,5,Bachelor,1,6600.0,35,48,9,12,25,18,74,1,4.23,False
84252,Sales,Male,59,Analyst,2015-05-12 08:03:05.556036,9,Bachelor,4,5600.0,30,21,14,11,25,17,34,1,4.78,False
22277,IT,Male,24,Specialist,2021-01-30 08:03:05.556036,3,High School,4,6300.0,44,46,13,9,75,15,45,2,3.78,False
12548,Marketing,Male,29,Engineer,2016-11-20 08:03:05.556036,7,High School,5,9000.0,40,25,20,11,100,10,31,1,4.6,False
43248,Marketing,Female,59,Consultant,2023-07-31 08:03:05.556036,1,High School,1,6050.0,37,3,4,8,50,8,57,2,2.66,False
64088,Finance,Female,37,Developer,2022-08-11 08:03:05.556036,2,Bachelor,5,7500.0,37,0,16,12,25,6,77,2,3.99,False
85187,Marketing,Female,45,Manager,2014-10-23 08:03:05.556036,9,Master,4,8400.0,34,26,10,4,0,14,53,0,2.4,False
47950,Legal,Female,51,Technician,2021-08-06 08:03:05.556036,3,Master,2,4200.0,38,44,7,8,75,12,9,1,4.18,False
30725,Customer Support,Male,54,Manager,2020-08-02 08:03:05.556036,4,Bachelor,5,9000.0,33,40,17,4,50,10,47,0,1.29,False
11048,Customer Support,Female,27,Developer,2021-09-14 08:03:05.556036,2,PhD,3,6500.0,41,14,27,11,25,19,22,0,4.32,False
49662,Marketing,Female,34,Technician,2016-02-03 08:03:05.556036,8,High School,4,4900.0,51,35,18,8,75,6,46,1,1.29,False
10573,Customer Support,Male,50,Analyst,2019-12-02 08:03:05.556036,4,Master,5,6000.0,37,24,11,12,50,7,73,0,2.35,False
38278,Operations,Female,45,Specialist,2020-10-12 08:03:05.556036,3,Master,5,6750.0,55,31,15,4,100,10,69,1,1.8,False
11082,Customer Support,Female,32,Specialist,2021-08-30 08:03:05.556036,3,Bachelor,1,4950.0,32,12,27,5,50,12,52,1,2.23,False
72810,IT,Male,59,Engineer,2018-06-29 08:03:05.556036,6,High School,5,9000.0,34,42,5,6,75,6,37,0,2.3,False
74722,Sales,Female,28,Specialist,2019-06-23 08:03:05.556036,5,Master,3,5850.0,47,17,17,1,50,1,49,1,3.66,False
11405,Sales,Female,57,Specialist,2024-02-28 08:03:05.556036,0,Master,5,6750.0,54,11,20,11,50,11,86,1,3.18,False
89593,Customer Support,Female,52,Analyst,2015-09-14 08:03:05.556036,8,Bachelor,1,4400.0,33,5,20,7,25,3,74,2,3.69,False
30798,Marketing,Female,47,Engineer,2021-05-28 08:03:05.556036,3,High School,2,7200.0,50,18,18,2,100,3,47,1,1.61,False
99992,Engineering,Male,55,Engineer,2016-04-10 08:03:05.556036,8,Bachelor,3,7800.0,37,16,14,3,25,5,98,0,1.48,True
90299,Operations,Male,55,Consultant,2020-06-22 08:03:05.556036,4,Bachelor,5,8250.0,36,39,18,6,0,14,58,0,3.95,False
92427,HR,Female,46,Technician,2018-05-11 08:03:05.556036,6,Master,4,4900.0,30,42,18,12,50,17,1,1,3.28,False
15055,IT,Female,44,Analyst,2015-03-04 08:03:05.556036,9,Bachelor,2,4800.0,48,36,22,7,75,10,29,1,4.94,False
74020,Customer Support,Male,43,Engineer,2021-03-26 08:03:05.556036,3,Bachelor,3,7800.0,30,34,0,1,0,17,30,0,3.68,False
90358,Engineering,Female,33,Consultant,2020-08-28 08:03:05.556036,4,PhD,1,6050.0,36,40,3,4,50,6,61,1,3.94,False
40501,Engineering,Male,44,Technician,2019-11-02 08:03:05.556036,4,Bachelor,2,4200.0,59,34,5,3,75,14,26,1,2.11,False
47090,Finance,Male,24,Developer,2022-05-04 08:03:05.556036,2,Master,5,7500.0,41,12,13,13,50,1,47,1,3.42,True
20536,Marketing,Female,54,Engineer,2017-08-30 08:03:05.556036,7,Bachelor,4,8400.0,55,42,13,11,25,17,82,1,1.78,False
46081,Legal,Female,25,Manager,2019-07-06 08:03:05.556036,5,Bachelor,4,8400.0,35,33,24,12,0,9,34,0,4.37,False
96840,Marketing,Female,60,Analyst,2016-07-24 08:03:05.556036,8,Bachelor,3,5200.0,60,37,3,0,100,7,50,2,3.2,False
23740,HR,Male,50,Technician,2017-03-21 08:03:05.556036,7,Bachelor,2,4200.0,51,46,28,1,50,12,70,0,1.13,False
9409,Sales,Female,59,Technician,2022-04-29 08:03:05.556036,2,High School,2,4200.0,40,42,9,14,0,8,46,2,2.96,True
66950,Marketing,Male,53,Consultant,2023-10-26 08:03:05.556036,0,High School,1,6050.0,57,24,7,2,50,6,96,0,4.08,False
62763,Sales,Male,55,Specialist,2020-08-23 08:03:05.556036,4,High School,5,6750.0,33,38,2,11,0,12,15,0,2.59,False
80846,Legal,Female,50,Engineer,2018-07-02 08:03:05.556036,6,Bachelor,3,7800.0,50,8,24,0,100,16,97,2,2.81,True
21218,Marketing,Male,52,Manager,2016-10-14 08:03:05.556036,7,Bachelor,3,7800.0,40,8,19,11,100,8,21,2,4.26,True
41524,Operations,Female,30,Technician,2017-08-08 08:03:05.556036,7,PhD,3,4550.0,53,16,11,14,75,19,23,2,3.46,False
11266,Operations,Female,57,Specialist,2021-11-12 08:03:05.556036,2,Bachelor,1,4950.0,30,6,4,5,50,19,34,1,2.09,False
33479,Operations,Female,22,Technician,2023-05-15 08:03:05.556036,1,Bachelor,5,5250.0,50,49,10,12,0,12,6,2,3.09,False
76492,Customer Support,Male,60,Analyst,2020-01-03 08:03:05.556036,4,High School,4,5600.0,41,25,15,6,25,19,55,2,2.63,False
55517,Finance,Female,40,Developer,2015-05-11 08:03:05.556036,9,Bachelor,2,6000.0,52,8,16,13,50,3,29,1,4.54,True
63072,HR,Female,26,Specialist,2019-10-09 08:03:05.556036,4,Bachelor,4,6300.0,60,0,25,9,75,8,52,1,4.08,False
97411,Customer Support,Male,37,Manager,2020-12-23 08:03:05.556036,3,High School,3,7800.0,31,19,4,5,100,3,2,1,4.95,True
88160,HR,Female,30,Consultant,2018-02-07 08:03:05.556036,6,Bachelor,4,7700.0,33,49,8,6,75,11,56,1,3.26,False
2410,Legal,Male,29,Technician,2016-12-12 08:03:05.556036,7,PhD,2,4200.0,60,29,16,2,25,15,73,2,2.02,False
3223,Marketing,Male,58,Manager,2019-09-07 08:03:05.556036,4,Bachelor,4,8400.0,43,1,14,7,75,2,58,0,2.09,False
75518,Customer Support,Male,26,Specialist,2024-07-31 08:03:05.556036,0,Bachelor,4,6300.0,31,41,9,4,75,8,21,0,3.06,False
93264,Engineering,Male,48,Analyst,2020-08-17 08:03:05.556036,4,Bachelor,1,4400.0,59,14,29,14,50,12,32,2,4.67,False
33895,Engineering,Other,31,Manager,2020-06-20 08:03:05.556036,4,PhD,2,7200.0,51,25,14,5,25,7,6,1,2.14,False
32214,HR,Female,22,Technician,2017-03-25 08:03:05.556036,7,Bachelor,1,3850.0,37,8,5,7,0,9,69,2,2.62,False
22794,Legal,Female,53,Analyst,2014-10-05 08:03:05.556036,9,Bachelor,5,6000.0,58,21,24,11,50,4,52,2,2.16,False
13646,Marketing,Female,48,Developer,2016-02-05 08:03:05.556036,8,Bachelor,2,6000.0,44,46,9,4,75,4,50,1,1.75,False
88853,Finance,Male,28,Specialist,2022-04-09 08:03:05.556036,2,Bachelor,5,6750.0,58,4,15,6,25,2,58,1,2.17,False
3947,Engineering,Female,34,Technician,2022-05-23 08:03:05.556036,2,High School,4,4900.0,40,42,7,6,0,7,69,2,4.41,False
17165,Engineering,Male,49,Engineer,2016-03-07 08:03:05.556036,8,High School,5,9000.0,46,19,27,4,75,6,68,0,3.99,False
41612,IT,Female,34,Analyst,2015-06-29 08:03:05.556036,9,Bachelor,4,5600.0,56,13,7,5,50,1,1,2,4.49,False
91553,Operations,Male,58,Developer,2017-03-02 08:03:05.556036,7,High School,5,7500.0,48,7,24,4,100,6,86,1,1.61,False
53254,HR,Female,54,Analyst,2020-01-29 08:03:05.556036,4,Bachelor,5,6000.0,45,43,9,6,50,5,13,1,2.94,False
1802,Operations,Female,24,Engineer,2016-04-29 08:03:05.556036,8,High School,4,8400.0,58,18,24,4,50,2,15,1,4.03,False
44978,Operations,Male,48,Engineer,2019-05-30 08:03:05.556036,5,Bachelor,1,6600.0,51,10,2,13,25,1,16,0,2.33,False
76410,Operations,Female,46,Specialist,2021-08-01 08:03:05.556036,3,Bachelor,4,6300.0,50,4,9,1,50,11,93,0,2.81,False
73659,Sales,Male,35,Technician,2019-10-17 08:03:05.556036,4,Bachelor,2,4200.0,48,26,0,5,75,13,18,0,2.17,False
34428,IT,Male,43,Manager,2019-05-02 08:03:05.556036,5,Master,2,7200.0,38,16,18,7,100,18,70,2,1.71,False
81751,Customer Support,Female,47,Engineer,2020-10-19 08:03:05.556036,3,High School,4,8400.0,53,47,11,10,0,14,2,0,3.43,True
44597,Customer Support,Other,52,Manager,2022-05-26 08:03:05.556036,2,Bachelor,2,7200.0,37,44,9,13,50,14,6,1,4.81,False
97232,HR,Female,34,Engineer,2020-10-15 08:03:05.556036,3,Master,5,9000.0,37,16,7,7,75,7,25,1,2.29,False
39318,Sales,Female,46,Technician,2019-05-08 08:03:05.556036,5,High School,4,4900.0,49,7,29,12,75,5,76,2,2.09,True
79317,Marketing,Male,40,Manager,2021-01-28 08:03:05.556036,3,Bachelor,4,8400.0,37,0,29,0,75,16,65,0,1.07,False
954,Sales,Male,31,Technician,2015-11-30 08:03:05.556036,8,Master,5,5250.0,57,28,8,6,0,11,23,2,4.71,False
87665,Sales,Female,34,Engineer,2019-03-21 08:03:05.556036,5,Bachelor,1,6600.0,37,35,0,12,100,9,83,1,2.7,False
92944,IT,Female,44,Manager,2020-10-24 08:03:05.556036,3,Master,1,6600.0,58,11,8,14,0,5,59,0,3.83,False
1060,Marketing,Female,53,Developer,2014-12-27 08:03:05.556036,9,High School,2,6000.0,51,6,26,2,0,7,87,1,3.19,False
29396,IT,Female,47,Manager,2018-11-08 08:03:05.556036,5,High School,2,7200.0,47,45,2,2,100,11,57,1,2.5,False
24234,HR,Female,58,Consultant,2015-09-06 08:03:05.556036,9,Master,1,6050.0,56,1,17,3,50,8,26,0,2.81,False
67258,Operations,Male,39,Consultant,2016-06-12 08:03:05.556036,8,Bachelor,3,7150.0,32,15,3,11,75,9,68,0,2.63,False
19571,Customer Support,Female,31,Engineer,2017-05-06 08:03:05.556036,7,Master,3,7800.0,49,15,10,5,25,6,73,2,2.92,False
99887,Finance,Female,46,Consultant,2019-04-12 08:03:05.556036,5,High School,3,7150.0,60,19,16,5,100,17,17,2,1.97,False
7843,Engineering,Male,47,Specialist,2022-07-08 08:03:05.556036,2,PhD,4,6300.0,34,27,7,7,100,1,4,1,1.12,False
72688,Operations,Male,32,Consultant,2015-09-14 08:03:05.556036,8,High School,4,7700.0,59,43,12,10,100,15,8,2,2.36,True
67091,Finance,Female,57,Engineer,2020-12-21 08:03:05.556036,3,High School,5,9000.0,49,10,19,7,25,6,44,2,2.25,False
43122,Sales,Male,48,Consultant,2015-09-10 08:03:05.556036,8,Bachelor,4,7700.0,57,47,8,13,50,18,44,1,1.18,False
47442,Operations,Male,28,Manager,2015-11-18 08:03:05.556036,8,Bachelor,1,6600.0,49,7,29,6,100,17,22,0,2.35,False
23477,IT,Male,37,Technician,2021-04-16 08:03:05.556036,3,High School,5,5250.0,37,32,9,14,50,14,13,1,4.9,False
18049,Marketing,Male,23,Developer,2018-01-30 08:03:05.556036,6,High School,1,5500.0,56,31,4,10,50,12,17,2,3.42,False
85425,Customer Support,Female,23,Technician,2020-08-13 08:03:05.556036,4,Bachelor,1,3850.0,52,30,18,2,0,16,42,0,2.21,False
96821,Customer Support,Male,34,Specialist,2022-04-29 08:03:05.556036,2,High School,1,4950.0,34,8,15,8,50,1,5,2,4.06,False
6302,Engineering,Male,58,Developer,2019-03-23 08:03:05.556036,5,Bachelor,4,7000.0,35,8,16,12,75,14,72,0,2.8,False
98841,Operations,Female,56,Engineer,2023-03-26 08:03:05.556036,1,High School,5,9000.0,35,33,10,5,75,19,10,1,1.91,False
45052,Marketing,Male,26,Technician,2017-04-24 08:03:05.556036,7,Bachelor,2,4200.0,52,32,9,11,75,14,55,2,2.36,False
36872,Legal,Female,44,Manager,2023-11-23 08:03:05.556036,0,Bachelor,1,6600.0,43,14,9,4,100,11,3,0,4.95,False
53485,HR,Male,38,Consultant,2015-02-26 08:03:05.556036,9,Bachelor,1,6050.0,60,23,22,6,25,10,62,0,3.26,False
55568,Marketing,Male,32,Engineer,2016-11-02 08:03:05.556036,7,High School,1,6600.0,51,15,23,14,75,8,23,1,2.51,False
41469,HR,Male,43,Specialist,2018-05-12 08:03:05.556036,6,High School,2,5400.0,32,27,21,7,50,5,22,0,3.3,False
78380,Customer Support,Female,53,Developer,2023-10-28 08:03:05.556036,0,Bachelor,1,5500.0,39,46,6,9,100,3,78,1,1.39,False
42514,Customer Support,Male,24,Specialist,2020-02-28 08:03:05.556036,4,Master,2,5400.0,56,16,0,14,0,12,4,1,2.7,False
5113,Operations,Male,33,Consultant,2017-12-22 08:03:05.556036,6,Bachelor,1,6050.0,45,40,20,10,25,12,45,2,1.93,False
47631,Engineering,Male,34,Analyst,2016-08-13 08:03:05.556036,8,High School,1,4400.0,60,12,21,8,0,16,89,0,2.92,False
56833,Sales,Male,24,Developer,2022-12-11 08:03:05.556036,1,PhD,5,7500.0,30,34,23,5,50,2,69,1,1.65,False
60306,Finance,Male,43,Analyst,2024-02-23 08:03:05.556036,0,High School,3,5200.0,58,1,21,12,50,11,40,1,4.8,False
82238,Operations,Female,27,Analyst,2021-03-09 08:03:05.556036,3,Bachelor,2,4800.0,49,14,28,13,0,10,22,0,2.43,False
43560,Finance,Female,47,Manager,2015-09-29 08:03:05.556036,8,Bachelor,5,9000.0,37,25,28,8,100,9,60,2,1.94,False
79411,Operations,Female,34,Consultant,2016-09-22 08:03:05.556036,7,Bachelor,1,6050.0,32,17,12,7,100,3,29,0,2.74,False
95389,Operations,Female,51,Developer,2019-12-06 08:03:05.556036,4,PhD,4,7000.0,45,49,20,4,0,13,59,2,2.27,False
83543,Sales,Female,40,Analyst,2021-03-30 08:03:05.556036,3,High School,1,4400.0,50,22,2,0,100,13,64,0,3.38,False
86818,Finance,Female,49,Engineer,2019-04-21 08:03:05.556036,5,Bachelor,2,7200.0,32,10,7,11,0,12,71,2,1.38,False
60626,Legal,Male,32,Specialist,2018-07-03 08:03:05.556036,6,Bachelor,5,6750.0,37,21,0,6,50,13,7,2,1.72,False
8910,Marketing,Male,58,Technician,2021-07-11 08:03:05.556036,3,High School,5,5250.0,52,29,23,5,0,12,52,2,2.9,False
99578,IT,Female,56,Developer,2015-01-31 08:03:05.556036,9,Bachelor,1,5500.0,41,8,11,2,50,2,96,1,2.91,True
54407,Engineering,Female,57,Manager,2018-09-17 08:03:05.556036,5,Bachelor,5,9000.0,42,13,8,2,0,13,13,2,3.16,False
73427,Finance,Male,29,Technician,2018-12-11 08:03:05.556036,5,Bachelor,4,4900.0,48,27,4,7,0,3,93,0,3.08,False
82562,IT,Female,38,Specialist,2022-06-17 08:03:05.556036,2,Master,4,6300.0,44,8,6,1,100,19,11,0,2.58,False
21739,Sales,Male,52,Technician,2023-11-20 08:03:05.556036,0,High School,4,4900.0,43,24,24,7,75,13,62,2,4.22,False
60419,Customer Support,Male,59,Developer,2018-02-11 08:03:05.556036,6,Master,5,7500.0,30,32,16,11,50,11,73,2,1.18,False
7634,Finance,Female,35,Developer,2016-04-01 08:03:05.556036,8,High School,5,7500.0,34,49,0,13,50,18,72,0,1.38,False
80761,Engineering,Female,54,Specialist,2016-08-07 08:03:05.556036,8,Bachelor,4,6300.0,50,44,14,11,0,11,17,2,1.49,False
9933,Finance,Male,25,Technician,2020-03-20 08:03:05.556036,4,Master,4,4900.0,52,15,19,12,25,8,16,1,1.3,False
