Department,Gender,Age,Job_Title,Years_At_Company,Education_Level,Performance_Score,Monthly_Salary,Work_Hours_Per_Week,Projects_Handled,Overtime_Hours,Sick_Days,Remote_Work_Frequency,Team_Size,Training_Hours,Promotions,Employee_Satisfaction_Score,Resigned
6,2,58,6,5,1,5,8250.0,36,8,14,9,100,19,97,0,1.23,0
3,1,28,6,2,1,1,6050.0,45,2,12,1,25,18,32,0,1.33,0
3,2,49,2,9,1,3,5200.0,55,29,4,1,0,16,49,2,2.45,0
4,1,22,6,0,0,3,7150.0,32,43,12,4,100,11,97,2,4.09,1
6,1,31,0,7,1,1,6600.0,37,2,0,10,75,17,7,0,4.97,0
7,1,23,5,8,1,2,6000.0,38,32,29,9,50,6,89,1,3.96,0
8,1,47,4,2,3,4,6300.0,34,27,7,7,100,1,4,1,1.12,0
3,2,41,3,9,1,5,5250.0,30,47,9,0,25,19,42,0,2.87,0
7,2,37,2,0,1,3,5200.0,54,22,6,4,100,8,8,2,4.4,0
2,0,56,1,3,1,4,8400.0,54,3,22,5,100,2,92,0,4.55,0
2,1,34,6,3,0,1,6050.0,53,7,1,13,50,1,12,0,1.31,0
1,1,54,3,2,1,1,3850.0,42,17,25,1,100,14,9,2,4.69,0
8,2,41,0,3,1,4,8400.0,38,8,11,0,0,2,90,1,1.26,0
2,1,27,6,4,1,5,8250.0,56,4,27,0,50,17,92,0,2.99,0
7,2,39,1,1,1,1,6600.0,42,40,6,12,25,14,2,2,3.76,1
3,1,48,5,9,1,4,7000.0,59,37,14,9,50,14,74,1,1.64,0
6,1,37,3,3,0,5,5250.0,37,32,9,14,50,14,13,1,4.9,0
5,2,43,3,2,1,4,4900.0,38,45,21,1,50,1,86,2,2.37,1
2,1,56,0,6,1,5,9000.0,49,0,23,9,25,9,24,0,1.69,0
2,2,30,0,1,0,4,8400.0,42,36,20,5,100,9,69,1,1.79,0
0,1,53,2,2,3,5,6000.0,32,11,16,4,25,14,11,0,3.82,0
3,2,22,1,3,0,3,7800.0,35,18,0,11,0,10,5,2,4.52,0
3,1,28,5,1,1,4,7000.0,45,1,5,0,50,19,26,1,4.43,0
2,2,56,4,8,1,2,5400.0,35,1,25,4,0,12,49,0,4.88,0
6,1,45,1,2,2,2,7200.0,59,34,12,5,0,13,40,1,4.77,0
7,1,46,4,0,2,4,6300.0,42,0,22,4,25,18,72,1,3.38,0
2,1,53,1,8,1,1,6600.0,57,0,4,14,50,16,71,0,3.88,0
2,2,45,3,8,3,5,5250.0,49,10,13,8,75,7,84,0,1.72,0
5,1,23,4,7,0,4,6300.0,42,39,10,11,50,2,65,1,1.0,0
5,1,24,1,8,0,2,7200.0,53,41,7,8,25,3,94,0,1.1,1
5,1,43,1,2,0,5,9000.0,46,37,24,7,25,18,29,1,2.78,0
3,2,31,0,2,1,5,9000.0,37,14,5,11,100,6,7,1,1.13,0
5,0,37,1,3,0,4,8400.0,55,2,8,0,50,2,91,2,2.61,0
6,2,31,5,5,1,4,7000.0,46,10,5,7,100,19,50,0,1.79,0
8,2,40,1,0,1,5,9000.0,40,29,11,11,75,16,74,0,1.79,0
6,2,51,0,6,1,1,6600.0,33,10,23,4,25,12,22,2,2.52,1
6,1,31,3,7,1,1,3850.0,50,4,16,5,50,10,79,2,4.46,0
2,1,24,3,5,1,2,4200.0,60,22,10,9,100,2,12,0,2.56,0
1,1,51,3,5,0,2,4200.0,35,8,26,8,75,4,64,2,3.0,0
5,1,48,6,0,0,3,7150.0,57,9,23,4,75,8,37,2,3.84,0
2,1,41,0,2,1,4,8400.0,37,42,25,10,100,12,65,1,4.31,0
8,1,39,3,3,1,4,4900.0,44,24,17,2,50,18,17,1,3.23,0
1,1,31,4,0,1,5,6750.0,46,8,1,9,50,15,3,1,4.23,0
5,2,24,2,8,1,2,4800.0,50,10,6,8,25,5,97,1,1.41,0
2,2,48,3,4,1,5,5250.0,40,32,14,2,75,16,56,2,3.9,0
2,2,47,4,1,1,3,5850.0,57,5,7,13,0,16,38,1,3.1,0
7,2,41,0,5,2,4,8400.0,57,16,1,1,0,4,57,2,2.97,0
2,2,42,5,8,1,1,5500.0,45,17,23,9,50,16,91,2,3.65,0
6,2,58,4,0,1,3,5850.0,43,31,25,9,50,15,23,2,1.67,0
5,2,23,3,4,1,4,4900.0,53,41,20,6,50,17,45,0,4.14,0
3,0,40,0,3,0,2,7200.0,33,0,27,6,100,19,83,1,2.08,0
3,1,56,6,4,1,1,6050.0,34,0,20,1,50,8,91,1,1.18,0
5,1,60,1,7,1,2,7200.0,49,49,10,0,25,6,81,1,1.72,0
1,1,41,1,4,1,1,6600.0,49,15,29,1,75,19,48,1,3.39,0
7,2,41,5,4,1,2,6000.0,58,30,11,13,75,14,84,0,2.55,0
7,0,24,6,2,0,4,7700.0,59,48,11,14,25,16,83,1,2.39,0
3,0,42,2,9,1,2,4800.0,46,5,11,7,100,3,21,0,2.19,0
6,1,45,5,7,0,4,7000.0,48,37,19,2,50,8,23,1,1.71,0
3,2,26,6,1,0,4,7700.0,52,42,13,1,75,11,73,0,2.35,0
7,1,36,1,8,1,4,8400.0,45,31,27,6,25,5,99,2,3.61,0
1,2,22,5,3,1,4,7000.0,51,10,23,14,0,5,72,0,4.92,0
0,2,29,5,5,1,1,5500.0,34,21,28,0,0,19,39,1,3.99,0
7,2,57,3,5,1,1,3850.0,58,35,23,8,75,12,73,2,1.02,0
5,2,26,4,8,1,1,4950.0,60,35,9,8,25,14,35,0,3.31,0
5,1,50,0,8,2,1,6600.0,52,17,10,9,0,2,18,2,1.06,0
0,2,48,0,1,1,3,7800.0,57,30,3,3,50,8,24,0,3.31,0
5,1,45,4,4,1,5,6750.0,49,0,23,11,75,7,97,0,1.55,0
7,2,39,4,5,0,5,6750.0,33,6,6,1,100,3,37,1,2.63,0
0,2,49,2,8,2,3,5200.0,48,3,28,0,0,1,70,0,4.47,0
3,0,24,5,2,2,2,6000.0,53,19,4,2,75,7,76,1,1.68,0
5,1,43,0,2,0,1,6600.0,47,26,19,11,25,18,43,1,3.82,0
7,1,36,1,6,2,5,9000.0,60,41,19,11,100,17,35,2,2.81,0
8,2,35,5,6,0,1,5500.0,50,23,0,13,25,7,86,1,1.46,0
3,1,59,2,1,1,4,5600.0,58,17,25,5,25,16,58,0,4.39,0
4,1,55,3,9,1,5,5250.0,60,20,18,12,75,4,66,2,4.27,0
2,1,37,4,7,1,4,6300.0,52,33,9,5,25,2,64,2,4.54,0
0,1,39,5,6,3,3,6500.0,39,0,0,3,0,16,93,0,2.48,0
4,2,30,6,6,1,1,6050.0,50,44,10,4,50,5,34,1,2.03,0
3,2,43,5,3,1,5,7500.0,37,28,4,4,25,17,94,2,4.76,0
2,1,31,0,7,0,1,6600.0,36,10,26,1,50,7,88,0,2.15,0
1,2,28,6,3,1,4,7700.0,33,21,14,1,25,10,84,2,4.43,0
3,1,45,3,0,1,2,4200.0,36,42,10,5,0,15,34,2,3.89,0
5,2,30,2,9,1,1,4400.0,55,12,2,6,75,14,41,1,1.52,0
6,1,25,6,8,0,1,6050.0,51,35,12,8,50,2,96,0,1.65,0
1,1,39,3,0,1,5,5250.0,48,26,8,2,50,18,45,1,3.65,0
8,1,22,5,6,2,4,7000.0,45,20,6,13,75,10,85,2,1.07,1
0,2,38,1,1,0,4,8400.0,53,28,10,0,75,18,71,1,2.9,1
5,1,24,2,6,1,5,6000.0,45,36,3,5,50,4,7,0,4.92,0
2,2,50,3,6,1,2,4200.0,59,10,7,5,25,12,26,2,2.98,0
0,1,37,5,2,2,4,7000.0,51,5,21,12,0,18,89,2,2.04,1
4,1,57,2,5,0,4,5600.0,40,16,21,0,25,14,11,2,4.29,0
6,2,52,5,6,1,5,7500.0,46,3,20,10,100,3,37,0,3.48,0
1,1,24,2,6,3,2,4800.0,57,23,19,8,50,18,61,0,4.03,0
6,1,50,3,4,0,4,4900.0,60,0,4,2,100,2,48,0,4.74,0
3,2,53,3,0,1,3,4550.0,54,41,28,2,50,3,23,1,4.03,0
2,2,38,5,7,1,2,6000.0,52,23,6,14,100,12,91,0,3.16,0
0,1,49,3,7,2,1,3850.0,60,21,1,13,0,7,44,0,3.91,0
8,1,25,0,1,1,3,7800.0,49,0,28,11,100,10,10,2,1.96,0
5,2,33,6,1,2,4,7700.0,57,2,23,7,100,2,37,0,2.81,0
4,1,29,2,6,0,5,6000.0,58,14,5,6,25,6,61,2,2.63,0
2,1,40,3,9,1,4,4900.0,37,1,21,7,0,1,88,1,3.68,0
1,1,48,3,3,0,5,5250.0,43,28,11,0,50,12,77,0,4.29,0
7,2,47,1,9,1,4,8400.0,59,42,13,3,25,18,66,0,3.98,0
0,1,47,0,9,0,4,8400.0,54,3,24,12,25,17,3,1,1.55,0
4,1,28,4,3,1,5,6750.0,51,49,5,2,0,1,82,0,1.09,0
1,2,55,3,5,1,2,4200.0,34,49,25,11,25,9,19,2,4.28,0
7,1,26,6,5,2,2,6600.0,50,31,25,9,75,19,96,0,4.86,0
4,1,48,4,3,1,1,4950.0,45,14,5,14,25,11,43,2,3.35,0
3,1,33,4,9,1,3,5850.0,50,17,19,4,0,13,77,1,3.67,0
3,2,24,4,9,1,1,4950.0,51,11,21,2,0,16,9,0,1.45,0
8,1,45,1,3,0,2,7200.0,44,15,13,4,25,8,35,1,2.63,0
7,1,40,2,9,2,2,4800.0,38,20,25,0,100,19,46,0,2.71,0
8,1,27,4,4,0,2,5400.0,54,34,20,10,50,8,36,2,3.31,0
1,1,45,0,6,1,3,7800.0,56,45,18,13,0,9,34,0,2.32,0
7,2,55,3,4,2,4,4900.0,39,23,13,4,75,11,59,2,4.95,0
1,0,28,5,5,1,2,6000.0,42,29,13,8,0,1,83,2,2.01,0
2,2,24,1,8,0,4,8400.0,58,18,24,4,50,2,15,1,4.03,0
0,2,34,3,1,1,5,5250.0,40,9,29,3,75,14,6,2,4.12,0
8,2,56,6,5,2,2,6600.0,38,28,3,13,100,18,94,1,2.4,0
0,1,42,4,5,0,3,5850.0,46,11,13,14,0,7,95,1,4.61,0
0,2,37,0,3,0,1,6600.0,53,14,4,8,0,10,15,1,1.08,0
5,2,53,4,8,1,5,6750.0,50,6,25,5,75,1,36,0,1.13,1
2,1,24,3,2,0,5,5250.0,30,23,12,9,25,11,17,2,4.41,0
2,1,43,0,7,1,1,6600.0,34,9,28,13,75,16,76,0,2.07,0
8,1,35,5,8,0,1,5500.0,38,22,15,8,75,1,92,1,3.74,0
0,1,31,1,6,1,3,7800.0,51,8,17,9,75,17,30,1,1.1,0
1,2,47,2,2,1,1,4400.0,58,5,12,7,75,18,73,2,1.67,0
1,2,47,1,3,0,2,7200.0,50,18,18,2,100,3,47,1,1.61,0
7,2,60,3,0,1,5,5250.0,45,37,5,13,100,12,72,0,1.12,0
1,1,25,6,0,1,1,6050.0,41,13,28,4,25,6,13,1,3.77,0
2,1,38,1,4,0,2,7200.0,52,2,28,11,25,5,26,0,2.29,0
5,1,34,4,8,1,4,6300.0,31,36,18,1,100,19,72,0,4.04,0
8,1,33,4,7,1,2,5400.0,54,12,0,10,100,18,84,0,1.29,1
0,1,46,5,7,1,2,6000.0,50,20,2,14,25,16,51,2,3.2,0
8,2,22,5,6,1,3,6500.0,45,34,27,6,25,14,16,2,3.84,0
3,1,41,5,9,1,3,6500.0,49,28,15,14,100,10,74,2,1.06,0
1,1,42,0,8,0,3,7800.0,48,25,23,14,50,6,10,2,2.28,0
4,1,60,6,2,0,1,6050.0,42,40,22,9,0,16,82,0,4.4,0
2,2,45,1,9,0,4,8400.0,45,21,5,0,50,12,44,0,1.81,0
0,1,38,1,6,0,3,7800.0,46,45,23,11,100,7,57,0,1.23,0
0,2,28,1,0,1,5,9000.0,55,30,2,10,25,2,68,2,1.16,0
6,2,27,3,6,1,3,4550.0,36,36,14,13,75,4,82,2,2.93,0
7,1,46,3,1,0,4,4900.0,50,34,10,6,25,5,18,1,2.49,0
6,1,29,0,1,1,1,6600.0,51,48,28,0,100,3,84,0,3.69,0
1,1,54,2,6,1,3,5200.0,53,25,1,4,0,12,5,2,2.06,0
7,2,30,3,9,1,3,4550.0,37,8,5,6,25,6,61,2,2.49,1
4,2,40,1,4,0,3,7800.0,41,42,25,4,100,6,5,0,1.39,1
2,2,29,3,6,0,3,4550.0,36,49,29,11,50,16,92,0,3.96,0
0,1,55,3,6,1,3,4550.0,41,11,23,6,25,6,76,0,3.87,0
8,1,38,4,7,1,5,6750.0,60,47,20,3,100,7,97,1,3.17,0
3,2,48,2,8,2,2,4800.0,34,47,26,3,25,8,51,1,3.06,0
4,2,51,4,9,0,5,6750.0,51,24,18,11,0,19,48,2,4.88,0
8,2,39,3,7,2,4,4900.0,60,38,6,4,100,9,19,2,1.45,0
2,2,43,5,1,1,3,6500.0,36,3,27,5,0,15,96,1,4.84,0
3,2,27,2,1,0,1,4400.0,52,49,4,5,25,15,17,2,2.16,0
3,2,47,3,3,1,2,4200.0,48,35,25,2,100,5,15,2,1.62,0
5,1,55,5,3,2,2,6000.0,32,18,24,10,75,18,8,0,2.25,0
2,2,44,1,2,3,1,6600.0,49,27,11,7,25,12,60,0,3.64,0
3,1,51,4,9,1,5,6750.0,59,49,9,3,100,4,60,0,1.48,0
8,1,24,1,4,1,4,8400.0,33,12,7,9,0,5,22,2,4.11,0
7,2,53,2,9,2,5,6000.0,50,29,13,10,50,15,94,1,2.78,0
8,2,34,1,8,0,4,8400.0,54,47,8,0,0,17,29,1,2.34,0
6,2,58,5,8,2,4,7000.0,32,12,17,6,50,6,94,0,1.72,0
1,1,39,2,9,1,2,4800.0,31,28,9,10,100,9,92,2,2.11,0
0,1,39,4,0,1,2,5400.0,48,40,8,2,25,12,21,1,3.2,0
3,1,47,4,3,1,3,5850.0,59,7,25,1,100,3,78,2,3.44,0
6,1,57,5,5,1,2,6000.0,53,38,4,6,50,11,5,0,1.88,1
7,1,54,2,7,0,2,4800.0,33,13,9,10,75,10,89,0,1.72,0
0,1,37,2,7,1,2,4800.0,55,28,18,9,50,14,78,0,3.78,1
1,2,40,5,0,0,5,7500.0,43,34,25,14,100,6,40,2,1.22,0
7,2,31,3,4,1,2,4200.0,43,33,13,10,75,8,63,0,4.39,0
2,1,40,6,5,2,3,7150.0,43,19,15,0,100,8,18,0,3.96,0
7,2,34,4,1,1,5,6750.0,41,3,10,12,25,12,44,0,3.75,0
7,2,36,0,1,1,1,6600.0,34,34,0,12,75,11,59,1,2.06,0
8,2,35,2,8,2,2,4800.0,42,6,3,11,25,11,2,0,1.01,0
2,2,55,0,2,0,4,8400.0,34,29,2,5,0,1,76,2,1.72,0
3,1,54,1,4,1,1,6600.0,36,17,18,0,100,1,86,0,4.44,0
4,1,24,5,6,1,3,6500.0,53,48,21,0,0,5,30,2,2.68,0
0,2,30,6,5,0,3,7150.0,48,16,8,9,0,6,4,2,3.87,0
2,1,52,1,3,3,4,8400.0,53,27,22,7,25,9,15,0,2.96,0
0,0,45,2,0,1,1,4400.0,44,21,15,13,0,12,46,1,2.63,0
4,2,26,5,6,0,4,7000.0,37,27,3,3,100,8,29,0,4.27,0
1,1,54,5,0,0,3,6500.0,49,11,23,8,100,3,64,0,3.48,0
4,1,48,0,1,0,2,7200.0,58,20,1,12,0,16,86,2,2.79,0
7,2,50,6,3,0,4,7700.0,48,13,18,3,50,7,33,0,4.42,0
8,1,48,3,3,2,3,4550.0,43,25,4,14,50,1,51,1,2.68,0
6,0,27,0,4,0,5,9000.0,58,3,18,4,100,19,44,2,3.28,0
3,2,40,1,6,1,3,7800.0,60,20,3,0,50,8,42,1,1.67,0
2,1,38,6,4,0,1,6050.0,32,25,2,14,25,5,98,0,2.44,0
6,1,38,6,4,2,1,6050.0,38,20,22,8,25,1,72,1,2.8,0
6,2,43,5,0,1,1,5500.0,43,19,14,6,75,18,1,2,3.12,0
1,1,53,1,4,0,5,9000.0,42,34,6,13,75,6,67,0,4.7,0
5,1,30,2,9,1,2,4800.0,58,40,19,0,50,10,4,2,2.64,0
5,2,43,0,4,3,1,6600.0,41,46,3,11,0,14,29,2,4.85,0
2,2,48,4,9,1,1,4950.0,31,13,28,11,50,7,84,2,1.81,0
0,1,29,1,6,1,3,7800.0,43,39,9,0,25,15,69,2,2.81,0
2,2,60,6,4,0,4,7700.0,60,37,12,8,100,5,32,2,1.98,0
3,2,39,2,7,1,4,5600.0,60,9,12,4,25,1,10,1,1.57,0
5,1,53,3,5,0,1,3850.0,39,19,24,10,100,17,1,0,4.07,0
8,1,27,6,9,1,3,7150.0,35,4,0,13,100,17,68,1,3.77,0
2,1,42,1,0,0,5,9000.0,33,43,26,13,100,12,9,2,1.05,0
7,1,52,2,0,3,5,6000.0,51,1,10,1,0,10,80,1,4.36,0
7,0,50,1,4,2,2,7200.0,52,48,18,3,25,16,84,1,3.77,0
8,2,55,3,2,2,5,5250.0,38,39,20,1,0,11,65,0,2.84,0
1,2,48,4,4,2,1,4950.0,45,33,25,2,0,7,16,1,3.93,1
2,1,39,6,6,0,2,6600.0,44,46,15,13,50,12,47,1,3.26,0
1,2,35,2,4,1,1,4400.0,38,26,6,11,50,2,60,2,3.82,0
4,1,58,4,0,1,3,5850.0,57,38,9,1,0,7,14,2,2.29,0
0,2,24,0,1,1,3,7800.0,60,41,8,14,100,4,19,0,3.63,0
6,1,53,0,1,1,1,6600.0,52,32,11,4,75,4,10,1,4.39,1
5,1,47,6,0,1,3,7150.0,35,24,15,9,75,10,4,2,2.61,0
5,2,31,0,7,1,2,7200.0,48,25,1,4,25,3,51,2,4.98,0
1,1,50,0,3,0,3,7800.0,57,11,20,9,25,7,91,1,4.01,1
0,1,57,2,5,3,5,6000.0,35,4,10,13,50,6,24,0,1.13,1
5,2,56,3,1,1,4,4900.0,53,20,14,12,100,6,68,1,2.94,0
7,2,40,4,7,0,4,6300.0,39,48,14,3,25,13,56,0,4.95,0
8,2,41,4,6,3,2,5400.0,37,17,28,12,0,13,47,0,1.5,0
5,2,29,1,7,1,2,7200.0,50,31,2,10,50,4,72,0,1.35,0
2,1,52,0,6,2,2,7200.0,55,23,10,2,50,8,58,0,3.19,0
1,1,33,0,7,2,3,7800.0,41,16,26,2,25,7,38,1,3.07,0
1,1,60,3,8,0,1,3850.0,54,2,5,0,25,3,69,2,4.65,0
6,2,30,0,3,0,1,6600.0,35,20,26,9,0,13,35,1,2.12,0
7,1,41,5,6,1,5,7500.0,48,6,9,11,25,3,32,2,2.42,0
7,2,49,2,3,1,2,4800.0,46,5,12,11,100,13,68,1,2.64,0
8,1,55,1,8,0,3,7800.0,55,14,21,8,75,7,31,0,3.06,0
0,1,23,2,1,2,1,4400.0,36,2,27,14,100,3,83,0,4.54,0
5,2,35,2,6,0,3,5200.0,49,24,28,9,50,3,74,0,3.45,0
1,1,25,1,4,1,2,7200.0,40,6,21,2,0,9,78,1,2.97,0
4,2,43,3,5,1,1,3850.0,44,7,29,2,50,14,4,1,3.95,0
1,2,55,1,6,1,3,7800.0,57,29,11,14,25,12,50,1,4.7,0
4,2,43,5,6,1,4,7000.0,36,37,4,12,100,5,92,2,2.87,0
6,1,40,4,1,1,1,4950.0,30,12,16,14,50,11,27,0,1.51,0
1,2,43,6,8,1,4,7700.0,41,45,19,12,25,12,26,2,1.1,0
2,1,49,2,7,0,3,5200.0,50,6,8,10,0,11,96,1,3.36,0
1,2,36,6,9,1,3,7150.0,49,28,28,14,75,4,24,0,3.01,0
3,1,52,5,8,2,2,6000.0,53,34,4,5,100,1,74,2,1.52,0
3,2,40,5,7,1,2,6000.0,44,23,13,13,75,12,28,0,4.36,0
7,2,48,6,1,2,4,7700.0,48,34,4,2,50,16,48,1,4.55,0
6,1,40,1,9,1,4,8400.0,33,28,22,1,75,1,30,1,4.83,0
8,1,37,6,0,1,3,7150.0,31,40,17,10,25,19,53,0,2.52,0
8,1,41,1,8,2,4,8400.0,48,16,15,11,0,9,15,1,1.47,0
3,2,43,4,1,0,2,5400.0,39,9,27,1,50,18,38,2,2.65,0
5,1,46,2,7,1,5,6000.0,31,2,0,12,75,18,65,1,2.79,0
3,1,40,3,4,2,2,4200.0,46,16,24,14,100,17,17,2,1.09,0
5,1,28,5,8,2,1,5500.0,45,33,20,4,0,8,23,2,3.87,0
3,1,50,4,2,2,5,6750.0,37,16,2,4,0,10,62,2,3.58,0
6,1,23,2,4,3,5,6000.0,57,40,12,4,50,4,97,1,3.8,0
2,2,34,6,7,1,1,6050.0,32,17,12,7,100,3,29,0,2.74,0
7,1,58,1,7,2,2,7200.0,55,34,16,4,0,2,71,0,2.65,0
6,1,50,6,2,2,4,7700.0,44,22,0,11,100,11,31,1,3.2,1
8,1,49,1,8,0,5,9000.0,46,19,27,4,75,6,68,0,3.99,0
8,1,33,1,7,0,3,7800.0,33,47,3,12,50,11,19,2,4.42,0
6,2,57,2,8,1,1,4400.0,50,8,0,13,100,14,10,0,3.5,1
1,2,40,1,1,1,5,9000.0,41,33,9,5,100,1,46,2,1.97,0
2,1,35,0,5,0,2,7200.0,40,35,8,2,0,8,81,1,4.91,0
3,2,25,6,8,1,5,8250.0,57,22,19,14,100,16,5,0,4.37,0
2,2,53,4,1,1,5,6750.0,38,46,18,14,0,12,78,0,4.86,0
8,2,45,4,8,3,2,5400.0,34,28,14,2,25,17,19,1,2.81,1
8,1,38,0,7,3,5,9000.0,53,18,4,14,100,18,66,1,2.63,0
5,1,37,5,8,1,4,7000.0,55,39,28,10,100,19,86,2,3.87,0
5,1,40,6,2,0,2,6600.0,47,16,22,10,100,15,19,0,1.89,0
7,1,49,1,9,3,5,9000.0,47,39,5,8,25,8,72,0,3.63,1
8,1,47,1,9,2,5,9000.0,45,15,27,9,75,6,54,1,1.93,0
0,1,38,5,4,1,2,6000.0,31,1,18,13,25,4,64,1,2.45,1
6,1,58,5,2,1,4,7000.0,60,5,9,13,100,10,32,0,4.82,0
0,1,44,1,0,1,1,6600.0,52,2,26,13,25,8,89,0,2.86,0
5,2,53,3,8,2,2,4200.0,49,15,13,6,25,15,81,0,3.19,0
6,1,28,0,0,1,1,6600.0,52,10,14,6,50,11,5,0,4.37,0
3,1,60,2,4,0,4,5600.0,41,25,15,6,25,19,55,2,2.63,0
0,1,37,0,4,0,1,6600.0,48,22,26,13,25,18,42,0,2.17,0
7,2,37,3,9,1,5,5250.0,57,26,1,14,0,4,63,2,3.18,0
3,2,38,6,4,2,5,8250.0,30,3,23,13,0,14,26,2,2.95,0
2,1,22,2,6,0,5,6000.0,54,20,12,10,25,3,72,1,2.16,0
5,2,43,0,8,1,4,8400.0,51,8,25,9,25,13,81,2,2.82,0
3,2,47,1,3,0,4,8400.0,53,47,11,10,0,14,2,0,3.43,1
0,1,41,1,9,1,5,9000.0,43,26,5,14,100,5,37,0,2.92,0
4,1,32,2,1,0,3,5200.0,47,32,5,4,25,5,94,2,1.9,0
0,1,57,3,8,1,1,3850.0,30,47,5,14,75,8,43,0,3.55,0
4,1,35,0,8,1,4,8400.0,56,5,2,6,50,16,73,1,3.22,0
7,1,31,0,0,2,3,7800.0,42,29,14,9,50,9,56,2,2.76,0
4,1,48,5,0,0,5,7500.0,56,8,12,11,25,13,24,1,2.32,0
6,2,36,0,9,1,4,8400.0,52,29,8,6,0,5,73,1,3.33,0
0,1,60,1,9,0,5,9000.0,52,46,23,0,75,3,64,0,4.04,0
0,2,33,4,0,1,5,6750.0,38,20,8,11,25,8,71,0,1.54,0
8,2,56,1,0,1,4,8400.0,59,19,19,0,0,4,78,0,1.84,0
3,0,52,3,7,0,3,4550.0,52,12,0,3,50,14,29,2,2.73,0
4,2,33,2,1,0,4,5600.0,55,17,15,1,50,5,7,1,3.38,0
3,1,56,5,5,1,4,7000.0,37,1,8,2,0,14,0,1,3.66,0
4,1,42,5,9,1,4,7000.0,54,35,24,7,25,12,43,2,1.17,0
0,1,36,4,4,0,4,6300.0,59,20,15,9,0,8,64,0,2.54,0
6,1,27,5,5,3,4,7000.0,54,40,9,11,100,10,80,1,3.46,0
4,1,50,1,2,1,3,7800.0,57,9,12,10,100,13,62,2,2.11,0
5,1,46,5,8,0,3,6500.0,59,28,2,1,25,13,41,1,3.93,0
4,2,39,4,5,1,5,6750.0,30,48,20,14,75,16,14,1,2.57,0
0,2,50,0,8,0,5,9000.0,40,2,14,13,100,16,58,2,2.22,0
7,1,27,5,8,1,1,5500.0,37,49,9,10,100,13,64,2,1.17,0
0,2,50,0,6,1,3,7800.0,44,10,2,12,75,15,92,0,2.52,0
0,2,23,5,6,2,5,7500.0,31,3,19,10,75,5,83,1,4.78,0
0,2,57,3,9,1,1,3850.0,40,44,10,12,25,14,51,2,1.5,0
3,1,51,2,9,3,3,5200.0,59,4,2,13,50,14,94,2,1.85,0
1,2,25,0,2,1,4,8400.0,31,22,7,13,100,1,67,1,2.99,0
7,2,50,4,9,2,4,6300.0,38,41,3,0,0,7,78,2,2.21,0
3,2,49,3,6,1,4,4900.0,31,32,1,14,0,5,68,0,2.74,0
6,2,56,1,0,1,1,6600.0,32,19,0,6,0,15,82,0,3.01,0
5,2,29,1,0,1,5,9000.0,31,6,3,9,0,18,69,1,4.19,0
7,2,23,2,5,1,2,4800.0,47,47,6,2,100,2,1,0,4.38,1
6,1,50,2,5,0,2,4800.0,52,11,6,7,0,14,20,2,1.26,0
7,2,44,2,6,1,4,5600.0,42,36,18,5,0,7,30,1,4.74,0
6,1,34,2,5,1,2,4800.0,33,5,0,9,50,10,19,0,1.65,0
3,1,43,2,7,1,3,5200.0,32,28,23,5,50,10,40,0,4.06,0
2,2,35,4,9,1,3,5850.0,60,41,22,3,75,9,60,0,1.88,0
8,0,60,1,2,2,4,8400.0,36,40,19,5,50,12,92,2,4.76,0
1,1,54,5,2,0,3,6500.0,33,23,15,3,0,17,74,1,3.43,0
0,1,43,3,4,1,1,3850.0,48,24,3,7,25,16,62,2,3.48,0
8,1,39,4,0,1,5,6750.0,41,29,20,3,25,4,8,1,2.01,0
6,2,22,6,2,1,2,6600.0,32,5,7,14,75,5,23,2,3.0,0
7,0,36,0,1,0,5,9000.0,40,0,10,8,100,7,77,2,3.39,0
7,1,41,6,7,1,1,6050.0,42,29,20,4,50,14,99,2,4.53,0
3,2,46,2,5,0,1,4400.0,40,11,21,9,100,11,55,1,4.31,0
3,1,29,4,7,1,5,6750.0,42,43,18,6,75,12,56,2,3.3,0
2,1,41,2,9,3,1,4400.0,35,41,27,2,75,16,92,2,4.48,0
5,2,46,1,9,0,3,7800.0,51,9,21,13,25,8,93,0,3.47,1
8,1,26,1,1,0,1,6600.0,58,37,17,8,100,18,32,2,4.89,1
0,2,44,6,1,1,3,7150.0,34,45,21,13,25,2,44,1,1.66,0
5,1,30,5,5,1,3,6500.0,38,21,10,6,75,9,76,2,1.33,0
2,1,29,1,2,0,2,7200.0,38,3,28,13,25,2,1,0,2.18,0
6,1,60,1,0,0,3,7800.0,39,40,13,4,25,17,85,1,3.19,0
1,1,48,4,3,1,5,6750.0,35,20,14,3,25,3,91,2,2.23,0
6,2,26,3,0,0,4,4900.0,38,1,15,0,50,12,4,0,4.36,0
4,1,59,4,3,1,1,4950.0,43,26,20,3,100,5,56,0,1.24,0
5,0,35,5,6,1,3,6500.0,44,35,16,12,75,7,86,2,2.1,0
2,2,42,6,7,1,5,8250.0,54,0,24,8,75,10,96,1,2.82,0
8,0,42,6,8,0,4,7700.0,54,23,28,3,50,16,15,2,1.66,0
7,2,22,6,2,1,5,8250.0,38,20,24,8,0,7,96,0,4.01,0
2,1,27,1,8,2,5,9000.0,31,34,11,2,75,17,32,1,3.26,0
7,2,53,6,6,1,4,7700.0,46,14,19,9,50,7,40,1,3.72,0
2,2,28,2,2,1,1,4400.0,54,32,17,10,50,5,7,0,3.63,0
0,1,41,6,7,0,3,7150.0,47,31,4,14,100,7,33,1,1.49,0
